customer_id,gender,senior_citizen,partner,dependents,tenure_months,internet_service,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
C101026,Male,0,0,1,64,None,Month-to-month,0,Electronic check,20.22,1294.68,1
C101027,Female,0,1,1,21,Fiber optic,Month-to-month,1,Electronic check,73.12,1515.44,1
C101028,Male,1,0,0,65,Fiber optic,Month-to-month,1,Mailed check,101.6,6607.55,0
C101029,Female,0,1,0,63,Fiber optic,Month-to-month,1,Electronic check,78.7,4976.65,1
C101030,Male,0,0,1,33,Fiber optic,Two year,0,Electronic check,80.73,2641.95,0
C101031,Male,0,0,1,20,None,Month-to-month,1,Electronic check,24.35,568.21,0
C101032,Male,0,1,0,14,Fiber optic,Month-to-month,0,Bank transfer,80.97,1080.29,0
C101033,Male,0,1,0,11,Fiber optic,One year,1,Electronic check,81.19,842.23,0
C101034,Female,1,1,0,42,None,Two year,0,Credit card,28.71,1149.84,0
C101035,Male,1,1,1,70,Fiber optic,Month-to-month,0,Bank transfer,88.79,6215.44,0
C101036,Female,1,0,0,41,DSL,Month-to-month,1,Mailed check,66.96,2761.91,0
C101037,Female,0,0,0,70,DSL,Two year,1,Credit card,66.46,4640.63,0
C101038,Female,0,1,0,55,None,Month-to-month,1,Bank transfer,23.67,1318.3,0
C101039,Female,0,1,0,50,Fiber optic,Month-to-month,0,Credit card,81.65,4098.48,1
C101040,Female,0,1,1,52,None,Month-to-month,1,Credit card,35.95,1856.77,0
C101041,Male,0,0,0,67,DSL,Month-to-month,0,Credit card,55.83,3755.57,1
C101042,Male,0,1,0,62,Fiber optic,Two year,0,Credit card,80.67,4994.66,0
C101043,Male,1,0,0,11,Fiber optic,Two year,1,Bank transfer,94.44,1024.52,1
C101044,Female,0,1,1,42,None,Month-to-month,1,Mailed check,26.85,1110.25,0
C101045,Female,0,1,0,33,Fiber optic,One year,1,Bank transfer,82.96,2745.84,1
C101046,Female,0,1,0,64,DSL,Two year,1,Bank transfer,58.04,3757.18,0
C101047,Male,0,0,0,14,Fiber optic,Month-to-month,1,Credit card,95.99,1301.68,1
C101048,Male,0,0,1,59,Fiber optic,One year,0,Bank transfer,89.69,5274.9,0
C101049,Female,0,0,1,34,DSL,Two year,1,Electronic check,63.89,2177.95,0
C101050,Male,0,0,1,68,DSL,Month-to-month,1,Mailed check,52.67,3643.05,0
C101051,Female,0,0,0,57,None,Month-to-month,1,Mailed check,28.93,1664.12,1
C101052,Female,1,1,1,25,DSL,One year,1,Mailed check,60.3,1479.06,0
C101053,Female,0,0,1,61,Fiber optic,One year,0,Bank transfer,77.7,4707.36,0
C101054,Female,0,0,0,13,Fiber optic,Month-to-month,1,Credit card,82.19,1102.95,0
C101055,Male,0,1,1,0,None,Month-to-month,1,Electronic check,32.57,21.59,0
C101056,Male,0,0,1,36,Fiber optic,One year,1,Credit card,96.94,3446.76,0
C101057,Female,0,0,1,28,DSL,Month-to-month,1,Credit card,53.54,1534.6,0
C101058,Male,0,1,1,9,DSL,Two year,1,Electronic check,54.55,501.74,1
C101059,Male,1,0,0,72,DSL,Two year,1,Electronic check,67.55,4821.8,1
C101060,Male,0,0,0,2,DSL,Month-to-month,1,Credit card,58.73,70.55,0
C101061,Male,0,1,0,43,Fiber optic,One year,0,Credit card,89.42,3769.19,1
C101062,Female,0,0,0,19,Fiber optic,One year,1,Electronic check,83.62,1567.0,1
C101063,Male,0,0,0,21,DSL,Month-to-month,1,Bank transfer,66.62,1409.68,1
C101064,Female,0,0,0,15,None,Month-to-month,1,Electronic check,18.0,303.62,0
C101065,Male,1,0,1,28,DSL,Month-to-month,1,Bank transfer,66.39,1873.79,0
C101066,Female,0,1,0,48,DSL,Two year,0,Electronic check,43.21,2028.41,0
C101067,Male,0,0,1,23,Fiber optic,Two year,0,Mailed check,92.4,2115.27,0
C101068,Female,0,0,0,52,DSL,Month-to-month,0,Mailed check,59.73,3155.99,0
C101069,Female,0,0,0,32,DSL,Two year,1,Bank transfer,65.53,2079.04,0
C101070,Male,1,1,0,57,None,One year,1,Electronic check,28.9,1674.21,0
C101071,Male,0,0,0,32,None,Month-to-month,1,Bank transfer,18.0,598.59,0
C101072,Female,0,1,0,26,Fiber optic,Month-to-month,1,Credit card,97.93,2572.77,1
C101073,Male,0,0,0,37,Fiber optic,Two year,1,Bank transfer,89.68,3333.25,0
C101074,Male,0,1,0,50,DSL,Month-to-month,1,Credit card,68.05,3428.99,0
C101075,Female,0,0,0,33,None,One year,1,Credit card,20.61,628.28,0
C101076,Male,0,0,0,66,Fiber optic,Month-to-month,0,Electronic check,86.93,5790.42,0
C101077,Female,0,1,0,37,DSL,Month-to-month,1,Electronic check,51.52,1843.01,0
C101078,Male,0,0,0,21,DSL,Month-to-month,0,Bank transfer,61.19,1295.9,0
C101079,Female,1,1,0,2,Fiber optic,Month-to-month,0,Bank transfer,77.48,153.26,0
C101080,Female,0,1,0,28,DSL,Two year,1,Credit card,102.06,2835.78,0
C101081,Male,0,1,1,3,DSL,Month-to-month,0,Electronic check,64.84,160.39,1
C101082,Male,0,0,0,2,DSL,Month-to-month,1,Electronic check,72.65,164.54,0
C101083,Male,0,1,1,27,Fiber optic,Month-to-month,0,Credit card,83.0,2269.05,1
C101084,Male,0,0,1,21,DSL,One year,0,Credit card,63.19,1323.38,0
C101085,Male,0,1,0,64,Fiber optic,Month-to-month,0,Mailed check,92.24,5893.24,1
C101086,Male,0,1,0,53,DSL,One year,1,Mailed check,53.42,2876.11,0
C101087,Male,0,1,0,57,Fiber optic,Month-to-month,1,Credit card,81.62,4637.58,0
C101088,Female,0,1,0,39,DSL,Month-to-month,1,Mailed check,69.78,2719.94,0
C101089,Female,0,1,0,8,Fiber optic,Two year,1,Credit card,85.26,674.95,0
C101090,Female,0,1,0,62,Fiber optic,Month-to-month,0,Credit card,79.02,4985.72,1
C101091,Male,0,0,1,36,Fiber optic,One year,1,Electronic check,81.95,2920.8,0
C101092,Female,0,1,0,31,DSL,One year,0,Electronic check,50.22,1585.92,0
C101093,Female,0,0,0,44,Fiber optic,One year,0,Credit card,69.33,2991.04,0
C101094,Male,1,0,1,11,Fiber optic,Month-to-month,1,Mailed check,73.43,774.2,1
C101095,Female,0,1,0,35,DSL,One year,1,Electronic check,62.37,2172.13,0
C101096,Female,0,0,0,44,Fiber optic,Month-to-month,1,Bank transfer,92.37,4059.7,1
C101097,Male,0,1,0,50,Fiber optic,Month-to-month,0,Bank transfer,105.15,5247.9,0
C101098,Male,0,0,0,36,None,Month-to-month,1,Electronic check,26.67,956.64,0
C101099,Female,0,0,1,72,Fiber optic,Month-to-month,1,Bank transfer,76.76,5502.6,0
C101100,Female,0,1,0,72,None,Month-to-month,1,Electronic check,26.77,1972.51,1
C101101,Female,0,0,0,7,Fiber optic,One year,1,Electronic check,92.62,613.33,0
C101102,Male,1,1,0,6,Fiber optic,Month-to-month,1,Electronic check,95.24,597.5,0
C101103,Male,0,1,0,37,DSL,Month-to-month,0,Bank transfer,67.46,2519.74,0
C101104,Female,0,1,0,60,Fiber optic,Month-to-month,1,Credit card,91.58,5461.63,0
C101105,Male,1,0,0,37,DSL,One year,1,Bank transfer,62.76,2309.28,0
C101106,Female,1,1,0,15,Fiber optic,Month-to-month,1,Credit card,92.89,1393.26,0
C101107,Female,0,0,0,41,DSL,One year,1,Electronic check,52.52,2211.96,0
C101108,Male,0,0,1,68,Fiber optic,Month-to-month,1,Mailed check,70.93,4810.32,0
C101109,Female,0,0,1,12,Fiber optic,Two year,0,Mailed check,101.75,1347.83,0
C101110,Female,0,0,1,32,None,Month-to-month,1,Credit card,26.62,878.72,0
C101111,Female,0,0,0,46,DSL,One year,0,Bank transfer,64.27,2968.44,0
C101112,Male,0,0,1,28,None,Month-to-month,1,Credit card,18.0,534.95,0
C101113,Male,1,0,1,3,None,Month-to-month,1,Electronic check,39.36,57.93,1
C101114,Male,0,1,0,48,None,Two year,1,Credit card,36.25,1781.02,0
C101115,Female,0,0,0,54,Fiber optic,Two year,1,Credit card,74.48,3975.62,0
C101116,Female,0,0,0,47,DSL,Month-to-month,0,Credit card,57.46,2731.06,0
C101117,Male,0,0,1,48,None,Month-to-month,0,Electronic check,27.13,1281.5,0
C101118,Female,1,0,1,47,Fiber optic,Two year,1,Electronic check,76.89,3585.86,1
C101119,Male,0,1,1,24,Fiber optic,Month-to-month,1,Bank transfer,90.91,2243.88,1
C101120,Male,0,1,0,1,DSL,Two year,0,Mailed check,68.37,64.88,0
C101121,Female,0,1,1,72,DSL,Month-to-month,1,Credit card,64.59,4596.89,0
C101122,Male,0,1,0,14,DSL,Month-to-month,1,Electronic check,49.47,726.7,0
C101123,Female,0,0,0,60,Fiber optic,Month-to-month,0,Bank transfer,76.71,4559.88,0
C101124,Female,0,1,0,39,Fiber optic,Month-to-month,0,Electronic check,84.01,3324.02,0
C101125,Male,0,0,1,39,None,Month-to-month,0,Bank transfer,23.0,896.43,1
C101126,Male,0,0,1,1,DSL,Month-to-month,1,Electronic check,60.17,15.59,0
C101127,Male,0,0,0,72,DSL,Two year,1,Credit card,59.88,4340.11,0
C101128,Male,0,0,0,38,DSL,Month-to-month,1,Electronic check,47.57,1825.9,1
C101129,Male,0,1,0,60,DSL,One year,0,Bank transfer,66.45,3912.68,0
C101130,Male,0,0,0,56,Fiber optic,Month-to-month,1,Electronic check,92.02,5150.9,0
C101131,Male,0,0,1,10,Fiber optic,One year,0,Electronic check,89.18,902.26,1
C101132,Female,0,0,0,69,None,Month-to-month,1,Mailed check,30.44,2108.78,0
C101133,Male,0,1,0,43,DSL,One year,1,Electronic check,59.73,2561.92,0
C101134,Male,0,1,0,13,DSL,One year,1,Bank transfer,57.14,768.89,1
C101135,Female,0,1,1,42,Fiber optic,Two year,1,Electronic check,78.86,3332.03,1
C101136,Female,1,1,1,44,DSL,Two year,0,Bank transfer,72.34,3184.05,0
C101137,Female,0,1,0,47,Fiber optic,Month-to-month,0,Credit card,84.84,3979.21,0
C101138,Female,0,0,0,23,Fiber optic,Month-to-month,0,Credit card,71.72,1654.74,0
C101139,Male,0,0,1,68,None,Month-to-month,0,Electronic check,24.77,1663.23,0
C101140,Female,0,0,0,17,DSL,One year,0,Mailed check,43.33,700.82,0
C101141,Male,0,0,0,35,None,Month-to-month,1,Electronic check,28.98,974.97,0
C101142,Male,0,1,0,61,None,One year,1,Mailed check,28.14,1713.04,1
C101143,Male,0,0,1,5,DSL,Two year,0,Credit card,55.66,248.28,0
C101144,Female,0,0,1,29,Fiber optic,Month-to-month,1,Electronic check,79.48,2299.36,0
C101145,Female,0,1,0,34,Fiber optic,Month-to-month,1,Electronic check,91.5,3157.55,0
C101146,Male,0,0,0,56,DSL,Month-to-month,1,Credit card,61.34,3427.79,0
C101147,Male,0,0,0,57,None,Month-to-month,1,Mailed check,18.0,1030.84,0
C101148,Female,1,0,0,58,DSL,Month-to-month,1,Electronic check,71.63,4146.54,0
C101149,Male,0,1,0,26,DSL,Month-to-month,1,Credit card,54.48,1462.21,0
C101150,Female,0,0,0,35,DSL,Two year,1,Electronic check,51.45,1858.77,0
C101151,Male,0,0,0,1,Fiber optic,One year,1,Credit card,97.87,81.44,0
C101152,Female,0,0,0,60,None,Month-to-month,0,Electronic check,33.48,2034.27,0
C101153,Female,0,1,0,22,Fiber optic,Month-to-month,0,Credit card,81.64,1869.27,1
C101154,Male,0,0,0,34,Fiber optic,One year,1,Credit card,76.98,2576.7,0
C101155,Female,0,0,1,49,DSL,Month-to-month,0,Electronic check,52.72,2617.59,0
C101156,Female,0,1,0,56,Fiber optic,Two year,0,Credit card,81.5,4503.07,0
C101157,Female,0,1,1,6,Fiber optic,Month-to-month,0,Electronic check,94.73,569.42,0
C101158,Female,0,0,1,56,Fiber optic,Two year,1,Credit card,97.36,5447.26,1
C101159,Male,1,0,1,27,Fiber optic,One year,1,Bank transfer,88.33,2325.16,0
C101160,Female,0,0,0,30,None,Two year,1,Electronic check,32.2,1004.12,0
C101161,Male,0,1,0,9,Fiber optic,One year,0,Bank transfer,83.33,755.14,1
C101162,Male,0,0,0,52,Fiber optic,Month-to-month,1,Electronic check,80.02,4128.59,0
C101163,Female,0,1,0,34,Fiber optic,Month-to-month,0,Bank transfer,73.0,2493.5,1
C101164,Female,1,1,0,7,DSL,One year,0,Bank transfer,62.58,469.69,0
C101165,Male,0,1,0,10,Fiber optic,Month-to-month,1,Mailed check,94.2,880.09,0
C101166,Male,0,0,0,52,Fiber optic,Month-to-month,0,Credit card,80.91,4097.13,0
C101167,Male,0,1,1,7,Fiber optic,Month-to-month,1,Credit card,96.5,674.03,0
C101168,Male,0,1,0,38,Fiber optic,Month-to-month,1,Bank transfer,83.92,3162.07,1
C101169,Female,0,1,1,50,DSL,Month-to-month,1,Bank transfer,62.67,3180.35,0
C101170,Female,1,0,1,66,DSL,Month-to-month,1,Electronic check,60.23,3962.22,0
C101171,Male,0,1,0,11,DSL,Month-to-month,1,Credit card,71.89,801.62,1
C101172,Female,0,1,0,21,Fiber optic,Month-to-month,0,Credit card,88.94,1861.2,1
C101173,Male,0,1,0,11,None,Two year,1,Credit card,26.53,237.72,0
C101174,Male,0,1,1,64,Fiber optic,Month-to-month,0,Credit card,85.61,5480.11,0
C101175,Male,1,0,1,43,Fiber optic,Two year,1,Electronic check,77.49,3285.65,0
C101176,Female,0,0,0,71,Fiber optic,Two year,1,Electronic check,69.13,4860.1,0
C101177,Female,0,1,0,3,DSL,Month-to-month,0,Bank transfer,55.75,128.83,0
C101178,Female,0,1,0,51,DSL,Month-to-month,1,Electronic check,60.45,3041.46,1
C101179,Female,0,1,1,2,DSL,Month-to-month,1,Bank transfer,66.25,125.13,1
C101180,Male,0,0,1,7,None,Two year,1,Mailed check,25.7,166.18,0
C101181,Female,0,0,1,31,DSL,Month-to-month,0,Bank transfer,56.25,1753.69,0
C101182,Female,0,1,0,26,Fiber optic,Month-to-month,1,Bank transfer,63.42,1593.82,1
C101183,Female,0,1,0,26,Fiber optic,Month-to-month,0,Electronic check,89.22,2310.91,0
C101184,Female,0,0,0,4,Fiber optic,One year,0,Bank transfer,86.69,329.91,1
C101185,Male,0,0,0,39,DSL,Month-to-month,1,Electronic check,68.51,2678.94,1
C101186,Female,0,1,0,24,None,Month-to-month,1,Electronic check,27.22,662.01,0
C101187,Male,0,0,1,72,DSL,Two year,1,Mailed check,71.17,5129.71,0
C101188,Female,0,0,1,57,None,Month-to-month,1,Electronic check,22.6,1253.54,0
C101189,Male,0,0,0,31,Fiber optic,One year,1,Electronic check,86.68,2687.94,0
C101190,Female,0,0,0,55,Fiber optic,One year,1,Electronic check,88.92,4872.64,0
C101191,Female,0,0,0,42,Fiber optic,Month-to-month,0,Electronic check,90.28,3837.76,1
C101192,Male,0,1,1,36,Fiber optic,Month-to-month,1,Electronic check,90.33,3255.74,1
C101193,Male,0,1,1,67,DSL,Month-to-month,1,Mailed check,65.82,4412.72,0
C101194,Male,0,1,0,42,Fiber optic,Two year,0,Credit card,87.15,3615.47,0
C101195,Female,0,1,0,35,Fiber optic,One year,1,Electronic check,85.46,2970.44,0
C101196,Female,0,0,0,41,Fiber optic,Month-to-month,0,Electronic check,92.21,3789.67,0
C101197,Male,0,0,0,57,Fiber optic,Two year,1,Electronic check,73.61,4193.01,0
C101198,Female,0,0,0,54,Fiber optic,Month-to-month,0,Electronic check,79.97,4315.25,1
C101199,Male,1,0,0,40,Fiber optic,Month-to-month,1,Mailed check,99.73,3927.82,0
C101200,Male,0,1,0,12,DSL,Month-to-month,1,Mailed check,56.62,650.95,1
C101201,Male,0,0,0,46,DSL,One year,1,Bank transfer,61.37,2813.4,1
C101202,Male,0,1,0,31,Fiber optic,Month-to-month,1,Credit card,98.1,3083.16,1
C101203,Male,0,0,1,68,DSL,One year,1,Credit card,60.99,4081.13,0
C101204,Female,0,0,0,66,DSL,Month-to-month,1,Credit card,55.33,3615.24,0
C101205,Female,0,0,0,0,Fiber optic,One year,0,Electronic check,94.59,28.15,0
C101206,Male,0,0,1,72,DSL,One year,0,Electronic check,57.69,4165.07,0
C101207,Female,0,1,0,65,DSL,Month-to-month,0,Mailed check,58.23,3826.47,0
C101208,Female,0,1,0,66,None,Month-to-month,0,Bank transfer,18.0,1200.62,0
C101209,Female,1,0,0,36,Fiber optic,One year,1,Bank transfer,85.98,3115.48,0
C101210,Male,0,1,1,19,Fiber optic,Month-to-month,0,Mailed check,90.46,1682.62,0
C101211,Male,0,1,0,44,Fiber optic,Month-to-month,1,Credit card,83.55,3689.13,1
C101212,Male,0,0,0,64,Fiber optic,One year,0,Bank transfer,74.75,4756.96,0
C101213,Female,0,0,0,32,None,Month-to-month,0,Credit card,21.16,679.21,0
C101214,Female,0,0,1,71,DSL,One year,1,Credit card,57.08,4070.26,0
C101215,Male,0,0,0,19,DSL,Month-to-month,1,Mailed check,59.97,1129.21,0
C101216,Female,0,1,0,62,DSL,Month-to-month,1,Electronic check,57.86,3616.03,0
C101217,Male,0,0,0,4,None,One year,1,Electronic check,40.32,155.55,0
C101218,Male,0,1,0,61,DSL,One year,1,Mailed check,64.42,3939.2,0
C101219,Female,0,1,0,68,Fiber optic,Month-to-month,0,Credit card,71.08,4899.62,1
C101220,Female,0,0,0,51,Fiber optic,Month-to-month,1,Credit card,87.57,4483.48,0
C101221,Female,0,1,0,45,None,Month-to-month,0,Electronic check,24.68,1084.37,0
C101222,Male,0,0,0,30,DSL,Month-to-month,1,Electronic check,71.56,2129.98,1
C101223,Male,0,0,1,63,Fiber optic,Two year,0,Credit card,83.75,5306.81,0
C101224,Female,0,0,0,9,None,Month-to-month,1,Bank transfer,25.52,266.17,0
C101225,Male,0,0,0,21,DSL,Month-to-month,0,Credit card,74.9,1571.62,1
C101226,Female,0,0,1,9,Fiber optic,Month-to-month,1,Electronic check,78.45,652.6,1
C101227,Female,0,1,1,20,DSL,Month-to-month,0,Electronic check,66.38,1294.34,0
C101228,Male,0,1,0,38,DSL,One year,1,Electronic check,62.51,2381.71,0
C101229,Female,0,1,1,24,DSL,Month-to-month,1,Electronic check,57.99,1412.07,1
C101230,Female,1,0,0,30,DSL,Month-to-month,0,Mailed check,54.82,1679.77,0
C101231,Male,0,1,1,16,DSL,Month-to-month,1,Electronic check,72.87,1094.79,0
C101232,Female,0,0,0,25,Fiber optic,Month-to-month,0,Mailed check,88.72,2248.5,0
C101233,Male,0,1,0,36,Fiber optic,Month-to-month,0,Credit card,89.81,3283.11,1
C101234,Female,0,1,1,15,Fiber optic,One year,0,Electronic check,92.12,1298.03,0
C101235,Female,0,1,0,68,Fiber optic,Month-to-month,1,Credit card,89.74,6102.13,0
C101236,Female,0,0,1,65,None,Month-to-month,0,Electronic check,18.0,1196.52,0
C101237,Female,0,1,0,63,DSL,Month-to-month,1,Bank transfer,49.43,3064.69,1
C101238,Female,0,1,0,0,DSL,Two year,1,Electronic check,74.32,56.84,0
C101239,Female,0,0,1,36,DSL,Month-to-month,0,Credit card,61.66,2239.37,0
C101240,Male,0,1,0,58,None,Month-to-month,0,Electronic check,25.63,1468.24,0
C101241,Female,0,0,1,25,None,Month-to-month,0,Mailed check,39.44,973.27,1
C101242,Female,0,0,1,16,Fiber optic,Month-to-month,0,Credit card,76.49,1231.57,0
C101243,Female,0,1,0,44,DSL,Month-to-month,1,Electronic check,41.81,1798.7,0
C101244,Female,0,1,0,0,Fiber optic,One year,0,Credit card,70.51,33.17,0
C101245,Female,0,0,0,44,Fiber optic,Month-to-month,1,Bank transfer,82.75,3657.39,0
C101246,Male,1,0,0,32,DSL,Two year,1,Electronic check,62.94,2047.29,0
C101247,Female,1,0,0,49,DSL,Month-to-month,0,Electronic check,71.13,3499.32,0
C101248,Male,0,0,0,49,DSL,Two year,1,Credit card,68.75,3416.39,0
C101249,Male,0,1,1,39,Fiber optic,Month-to-month,1,Credit card,66.51,2608.58,0
C101250,Female,0,0,0,42,None,Month-to-month,1,Electronic check,49.41,2139.87,0
C101251,Female,0,1,1,1,DSL,One year,0,Credit card,56.72,59.02,0
C101252,Female,0,0,0,71,None,Month-to-month,1,Credit card,36.82,2623.06,0
C101253,Male,0,0,0,5,Fiber optic,Month-to-month,1,Bank transfer,91.37,470.96,1
C101254,Female,1,0,0,71,Fiber optic,One year,1,Credit card,87.04,6157.86,1
C101255,Male,1,0,0,71,None,One year,1,Electronic check,25.1,1754.94,0
C101256,Male,0,0,0,52,Fiber optic,Two year,1,Mailed check,78.1,4029.7,0
C101257,Male,0,0,0,54,DSL,Month-to-month,1,Credit card,51.7,2772.35,1
C101258,Male,0,0,1,2,DSL,One year,0,Credit card,58.67,189.82,0
C101259,Male,0,0,1,69,Fiber optic,One year,1,Electronic check,75.89,5300.16,0
C101260,Female,1,1,0,38,Fiber optic,One year,0,Bank transfer,98.18,3719.36,1
C101261,Female,0,1,1,24,DSL,Month-to-month,1,Electronic check,62.78,1492.0,0
C101262,Female,0,1,1,48,Fiber optic,One year,0,Electronic check,101.74,4808.38,0
C101263,Male,0,0,0,39,DSL,Two year,1,Electronic check,58.52,2247.48,1
C101264,Male,0,0,1,26,DSL,Month-to-month,1,Electronic check,57.28,1460.95,1
C101265,Male,0,0,0,23,Fiber optic,Month-to-month,1,Mailed check,91.73,2094.4,0
C101266,Female,0,1,0,8,Fiber optic,Month-to-month,0,Electronic check,82.93,643.5,1
C101267,Male,0,1,0,66,DSL,Month-to-month,1,Credit card,69.78,4613.0,0
C101268,Female,0,0,1,48,Fiber optic,One year,0,Credit card,96.51,4659.6,0
C101269,Female,0,0,1,21,None,Month-to-month,0,Mailed check,33.79,684.12,0
C101270,Male,0,0,1,52,DSL,Month-to-month,1,Electronic check,72.92,3842.13,0
C101271,Female,0,0,1,50,DSL,Two year,1,Credit card,68.54,3439.1,0
C101272,Female,0,1,0,10,Fiber optic,Two year,1,Electronic check,82.61,857.19,0
C101273,Male,0,0,0,12,DSL,Month-to-month,1,Bank transfer,71.12,838.06,0
C101274,Female,0,0,0,16,DSL,Month-to-month,1,Electronic check,67.58,1100.41,0
C101275,Female,0,0,0,7,DSL,Month-to-month,0,Credit card,55.06,401.29,0
C101276,Female,0,0,0,60,DSL,Month-to-month,0,Electronic check,56.07,3415.57,1
C101277,Female,0,0,1,11,Fiber optic,Month-to-month,1,Credit card,86.27,971.81,0
C101278,Male,0,0,0,59,DSL,Month-to-month,1,Credit card,70.89,4212.39,0
C101279,Male,0,0,0,38,Fiber optic,One year,1,Credit card,87.94,3323.2,1
C101280,Female,0,0,1,8,Fiber optic,Month-to-month,0,Credit card,84.95,721.46,0
C101281,Female,0,1,1,61,DSL,Month-to-month,0,Bank transfer,58.73,3537.86,0
C101282,Female,0,0,0,12,DSL,One year,0,Credit card,57.17,665.98,0
C101283,Male,0,0,0,72,None,Month-to-month,1,Electronic check,18.0,1305.85,0
C101284,Male,0,1,1,1,Fiber optic,Month-to-month,0,Credit card,91.36,51.02,0
C101285,Male,0,0,0,45,Fiber optic,Month-to-month,1,Electronic check,78.86,3516.39,1
C101286,Female,0,1,0,22,Fiber optic,Month-to-month,1,Mailed check,87.54,1893.59,0
C101287,Female,1,1,0,38,None,Month-to-month,0,Mailed check,21.73,838.99,0
C101288,Female,0,0,0,61,DSL,Month-to-month,0,Credit card,66.13,4028.37,0
C101289,Male,1,0,0,57,DSL,Month-to-month,1,Electronic check,59.26,3411.55,1
C101290,Female,0,1,0,20,Fiber optic,Two year,0,Bank transfer,76.95,1604.82,0
C101291,Male,1,0,0,4,DSL,One year,1,Bank transfer,69.91,289.11,1
C101292,Male,1,0,0,20,Fiber optic,Month-to-month,1,Bank transfer,80.39,1589.9,1
C101293,Female,1,1,0,59,DSL,Two year,0,Electronic check,61.24,3626.05,0
C101294,Female,0,0,0,37,Fiber optic,Month-to-month,0,Bank transfer,95.19,3490.68,0
C101295,Female,0,1,0,55,Fiber optic,Month-to-month,1,Bank transfer,81.16,4461.57,0
C101296,Female,0,1,0,36,Fiber optic,Month-to-month,1,Credit card,86.17,3188.3,1
C101297,Female,0,1,1,38,Fiber optic,Month-to-month,1,Credit card,83.55,3167.79,0
C101298,Male,0,1,0,4,DSL,Month-to-month,0,Electronic check,61.05,254.79,0
C101299,Female,1,1,0,1,DSL,Two year,1,Electronic check,61.45,55.8,1
C101300,Female,0,0,0,51,Fiber optic,Month-to-month,1,Bank transfer,94.36,4798.02,0
C101301,Male,0,1,1,14,DSL,Month-to-month,0,Mailed check,55.03,787.25,0
C101302,Male,0,1,0,26,Fiber optic,Month-to-month,1,Bank transfer,97.19,2482.46,1
C101303,Female,0,1,0,26,Fiber optic,Two year,1,Credit card,99.84,2590.02,0
C101304,Male,0,1,1,46,Fiber optic,Month-to-month,0,Electronic check,87.05,3956.79,0
C101305,Male,0,1,1,68,DSL,Two year,0,Credit card,53.68,3704.3,0
C101306,Male,0,0,0,55,Fiber optic,Month-to-month,0,Electronic check,84.67,4691.4,0
C101307,Male,1,1,0,46,Fiber optic,One year,1,Credit card,86.0,3929.11,0
C101308,Female,0,0,1,60,DSL,Month-to-month,0,Mailed check,74.18,4385.85,0
C101309,Male,0,0,1,37,None,Month-to-month,0,Credit card,24.17,911.45,0
C101310,Female,0,0,1,10,DSL,Month-to-month,0,Electronic check,71.06,709.07,0
C101311,Male,1,1,1,35,Fiber optic,Month-to-month,1,Bank transfer,87.89,3154.68,0
C101312,Male,1,1,1,71,DSL,Month-to-month,1,Electronic check,62.37,4477.33,0
C101313,Female,0,0,1,56,Fiber optic,Month-to-month,0,Bank transfer,82.16,4623.19,1
C101314,Female,0,0,0,25,Fiber optic,Month-to-month,1,Credit card,84.91,2104.26,0
C101315,Male,0,0,1,23,DSL,Month-to-month,1,Credit card,69.12,1580.6,1
C101316,Male,0,0,1,67,Fiber optic,Month-to-month,1,Bank transfer,81.16,5448.29,0
C101317,Female,0,0,0,6,DSL,One year,1,Electronic check,69.68,430.51,1
C101318,Male,0,1,0,68,Fiber optic,One year,1,Credit card,98.53,6675.27,0
C101319,Male,0,0,0,49,Fiber optic,Two year,1,Electronic check,82.27,3983.49,1
C101320,Female,0,0,1,58,Fiber optic,Month-to-month,1,Bank transfer,96.66,5673.77,0
C101321,Female,0,0,0,24,Fiber optic,Month-to-month,1,Electronic check,95.39,2290.55,1
C101322,Female,1,0,0,47,DSL,Two year,1,Credit card,68.95,3255.5,0
C101323,Male,0,1,0,23,DSL,Two year,1,Mailed check,56.91,1278.92,0
C101324,Female,0,0,0,1,None,Two year,1,Mailed check,26.04,73.86,0
C101325,Male,0,0,0,33,Fiber optic,One year,1,Electronic check,86.03,2875.39,1
C101326,Female,1,1,0,71,Fiber optic,One year,1,Bank transfer,103.73,7366.95,0
C101327,Male,0,0,0,17,Fiber optic,Two year,1,Electronic check,86.92,1484.99,1
C101328,Female,0,1,0,11,Fiber optic,Month-to-month,1,Credit card,85.53,950.8,0
C101329,Female,0,1,0,67,DSL,Month-to-month,0,Credit card,50.82,3408.38,0
C101330,Male,0,1,0,66,DSL,Two year,1,Credit card,54.23,3598.71,0
C101331,Female,1,1,0,61,Fiber optic,Two year,0,Mailed check,79.53,4864.51,0
C101332,Male,0,0,1,71,DSL,Month-to-month,0,Bank transfer,62.89,4459.03,1
C101333,Male,0,0,1,72,DSL,Month-to-month,0,Mailed check,48.61,3459.02,0
C101334,Male,0,0,1,67,Fiber optic,Two year,0,Credit card,79.67,5337.0,0
C101335,Male,0,0,0,70,Fiber optic,Month-to-month,1,Electronic check,72.11,5073.96,0
C101336,Female,0,0,0,54,Fiber optic,One year,0,Electronic check,96.22,5219.41,1
C101337,Male,0,0,1,22,Fiber optic,Month-to-month,0,Mailed check,85.85,1934.63,0
C101338,Male,0,0,0,33,Fiber optic,Month-to-month,0,Mailed check,87.48,2936.48,0
